"","X","participant","num","gender","loudness","partner","partner_num","partner_gender","partner_loudness","partner_diff","nonpartner_diff","outlier","normdiff"
"406",406,"2284B",1153,"FEMALE",2.880751925,"2284A",1083,"FEMALE",2.453779591,0.426972334,0.597213453,"no",0.714940917447819
"407",407,"2285A",1214,"FEMALE",2.118544726,"2285B",1068,"FEMALE",1.586455741,0.532088984,0.184622715,"no",2.88203422856175
"408",408,"2285B",1068,"FEMALE",1.586455741,"2285A",1214,"FEMALE",2.118544726,0.532088984,0.716711715,"low",0.742403079039946
"409",409,"2286A",1024,"MALE",1.438118209,"2286B",1178,"FEMALE",2.074594427,0.636476218,0.854132982,"vlow",0.745172275761621
"410",410,"2286B",1178,"FEMALE",2.074594427,"2286A",1024,"MALE",1.438118209,0.636476218,0.084362679,"no",7.54452354458777
"411",411,"2287A",1022,"FEMALE",2.064285729,"2287B",1135,"FEMALE",2.509697095,0.445411366,0.22317468,"no",1.99579704113388
"412",412,"2287B",1135,"FEMALE",2.509697095,"2287A",1022,"FEMALE",2.064285729,0.445411366,0.22223672,"no",2.00422039166165
"413",413,"2288A",1093,"FEMALE",2.932961306,"2288B",1219,"MALE",2.248913566,0.684047741,0.787758876,"no",0.868346599245427
"414",414,"2288B",1219,"MALE",2.248913566,"2288A",1093,"FEMALE",2.932961306,0.684047741,0.033648052,"no",20.329490129176
"415",415,"2290A",1101,"MALE",2.247124222,"2290B",1053,"FEMALE",1.550031919,0.697092304,0.047196793,"no",14.7699082859295
"416",416,"2290B",1053,"FEMALE",1.550031919,"2290A",1101,"MALE",2.247124222,0.697092304,0.600370135,"low",1.16110423114234
"417",417,"2291A",1180,"FEMALE",1.63513663,"2291B",1084,"MALE",2.457091367,0.821954737,0.512315906,"no",1.60439043054033
"418",418,"2291B",1084,"MALE",2.457091367,"2291A",1180,"FEMALE",1.63513663,0.821954737,0.152457703,"no",5.39136246202004
"419",419,"2292A",1148,"FEMALE",2.976124154,"2292B",1176,"FEMALE",3.036050071,0.059925917,0.736642744,"high",0.0813500404206792
"420",420,"2292B",1176,"FEMALE",3.036050071,"2292A",1148,"FEMALE",2.976124154,0.059925917,0.796568644,"high",0.0752300727016817
"421",421,"2293A",1120,"FEMALE",1.6150195,"2293B",1142,"MALE",2.800781577,1.185762077,0.529504084,"no",2.23938230663392
"422",422,"2293B",1142,"MALE",2.800781577,"2293A",1120,"FEMALE",1.6150195,1.185762077,0.501907923,"no",2.36250918278491
"423",423,"2294A",1121,"MALE",1.882160186,"2294B",1122,"MALE",2.812194766,0.930034579,0.26018936,"no",3.57445277162756
"424",424,"2294B",1122,"MALE",2.812194766,"2294A",1121,"MALE",1.882160186,0.930034579,0.66984524,"no",1.38843201901382
"425",425,"2295A",1000,"FEMALE",2.617077656,"2295B",1016,"FEMALE",3.251769078,0.634691422,0.339407491,"no",1.86999827296092
"426",426,"2295B",1016,"FEMALE",3.251769078,"2295A",1000,"FEMALE",2.617077656,0.634691422,0.974098891,"vhigh",0.651567749295384
"427",427,"2296A",1130,"FEMALE",1.398998077,"2296B",1056,"MALE",1.624497265,0.225499188,0.754491851,"vlow",0.298875577915287
"428",428,"2296B",1056,"MALE",1.624497265,"2296A",1130,"FEMALE",1.398998077,0.225499188,0.681067531,"no",0.331096664774055
"429",429,"2297A",1019,"MALE",1.918884131,"2297B",1052,"MALE",2.710336242,0.791452111,0.226393597,"no",3.49591208182447
"430",430,"2297B",1052,"MALE",2.710336242,"2297A",1019,"MALE",1.918884131,0.791452111,0.565058503,"no",1.40065516543514
"431",431,"2298A",1170,"MALE",1.839028394,"2298B",1023,"MALE",1.765655636,0.073372758,0.293304961,"no",0.250158598578904
"432",432,"2298B",1023,"MALE",1.765655636,"2298A",1170,"MALE",1.839028394,0.073372758,0.366677761,"no",0.200101467293513
"433",433,"2299A",1108,"MALE",2.043419054,"2299B",1107,"FEMALE",1.711091951,0.332327102,0.252757398,"no",1.31480662734153
"434",434,"2299B",1107,"FEMALE",1.711091951,"2299A",1108,"MALE",2.043419054,0.332327102,0.433763316,"no",0.766148472546258
"435",435,"2300A",1083,"FEMALE",3.239940703,"2300B",1061,"MALE",1.931049095,1.308891609,1.106312874,"vhigh",1.1831116131439
"436",436,"2300B",1061,"MALE",1.931049095,"2300A",1083,"FEMALE",3.239940703,1.308891609,0.358598001,"no",3.65002483379711
"437",437,"2301A",1013,"FEMALE",3.50708522,"2301B",1133,"MALE",1.938168421,1.568916799,1.356142556,"vhigh",1.15689666404068
"438",438,"2301B",1133,"MALE",1.938168421,"2301A",1013,"FEMALE",3.50708522,1.568916799,0.336017948,"no",4.6691458249129
"439",439,"2302A",1047,"MALE",1.896289554,"2302B",1085,"MALE",1.840533982,0.055755572,0.255017092,"no",0.218634647437671
"440",440,"2302B",1085,"MALE",1.840533982,"2302A",1047,"MALE",1.896289554,0.055755572,0.310772692,"no",0.179409495863942
"441",441,"2303A",1028,"MALE",2.433750238,"2303B",1031,"FEMALE",1.744504813,0.689245426,0.136156101,"no",5.06217070654807
"442",442,"2303B",1031,"FEMALE",1.744504813,"2303A",1028,"MALE",2.433750238,0.689245426,0.385507363,"no",1.78789172958027
"443",443,"2304A",1105,"FEMALE",1.670554347,"2304B",1167,"MALE",1.9074381,0.236883753,0.480843866,"no",0.492641727907578
"444",444,"2304B",1167,"MALE",1.9074381,"2304A",1105,"FEMALE",1.670554347,0.236883753,0.386180088,"no",0.613402296909726
"445",445,"2305A",1141,"MALE",1.298575578,"2305B",1169,"MALE",2.957699669,1.659124091,0.839264973,"vlow",1.97687755878738
"446",446,"2305B",1169,"MALE",2.957699669,"2305A",1141,"MALE",1.298575578,1.659124091,0.819859127,"high",2.02366972124956
"447",447,"2306A",1123,"FEMALE",1.506624184,"2306B",1060,"FEMALE",2.828485099,1.321860915,0.791656791,"low",1.66973987974039
"448",448,"2306B",1060,"FEMALE",2.828485099,"2306A",1123,"FEMALE",1.506624184,1.321860915,0.530204109,"no",2.49311707050539
"449",449,"2307A",1115,"MALE",2.311913586,"2307B",1020,"FEMALE",1.711648573,0.600265013,0.018301848,"no",32.7980547647429
"450",450,"2307B",1020,"FEMALE",1.711648573,"2307A",1115,"MALE",2.311913586,0.600265013,0.440304014,"no",1.363296708442
"451",451,"2308A",1214,"FEMALE",2.098549115,"2308B",1117,"MALE",1.915615167,0.182933948,0.054801384,"no",3.33812642396039
"452",452,"2308B",1117,"MALE",1.915615167,"2308A",1214,"FEMALE",2.098549115,0.182933948,0.38136411,"no",0.47968317731839
"453",453,"2309A",1022,"FEMALE",2.143797506,"2309B",1078,"MALE",2.977936022,0.834138516,0.006738933,"no",123.779019022744
"454",454,"2309B",1078,"MALE",2.977936022,"2309A",1022,"FEMALE",2.143797506,0.834138516,0.684361986,"high",1.21885571242117
"455",455,"2310A",1127,"MALE",1.885614078,"2310B",1101,"MALE",1.895286396,0.009672319,0.266105251,"no",0.0363477194217411
"456",456,"2310B",1101,"MALE",1.895286396,"2310A",1127,"MALE",1.885614078,0.009672319,0.256432951,"no",0.0377187056588527
"457",457,"2311A",1214,"FEMALE",1.86103442,"2311B",1007,"FEMALE",2.438129223,0.577094803,0.43359491,"no",1.33095382277435
"458",458,"2311B",1007,"FEMALE",2.438129223,"2311A",1214,"FEMALE",1.86103442,0.577094803,0.14349989,"no",4.02156965416489
"459",459,"2312A",1145,"MALE",2.238426126,"2312B",1075,"FEMALE",2.013449487,0.224976639,0.058441295,"no",3.8496176205541
"460",460,"2312B",1075,"FEMALE",2.013449487,"2312A",1145,"MALE",2.238426126,0.224976639,0.137735488,"no",1.63339631831123
"461",461,"2313A",1039,"MALE",2.996273521,"2313B",1024,"MALE",1.722326783,1.273946738,0.868664234,"high",1.46655829506617
"462",462,"2313B",1024,"MALE",1.722326783,"2313A",1039,"MALE",2.996273521,1.273946738,0.405282466,"no",3.14335517786748
"463",463,"2314A",1055,"FEMALE",1.743425649,"2314B",1086,"FEMALE",2.773736778,1.030311128,0.543799528,"no",1.89465248671566
"464",464,"2314B",1086,"FEMALE",2.773736778,"2314A",1055,"FEMALE",1.743425649,1.030311128,0.486511672,"no",2.1177521266129
"465",465,"2315A",1214,"FEMALE",2.223403713,"2315B",1146,"MALE",3.033282965,0.809879252,0.086101793,"no",9.4060672116317
"466",466,"2315B",1146,"MALE",3.033282965,"2315A",1214,"FEMALE",2.223403713,0.809879252,0.73630369,"high",1.09992556468106
"467",467,"2316A",1214,"FEMALE",1.951623959,"2316B",1059,"MALE",3.014266397,1.062642438,0.185344092,"no",5.73334939642964
"468",468,"2316B",1059,"MALE",3.014266397,"2316A",1214,"FEMALE",1.951623959,1.062642438,0.71728709,"high",1.48147436753671
"469",469,"2317A",1091,"FEMALE",1.997161185,"2317B",1175,"FEMALE",2.241897629,0.244736444,0.297972771,"no",0.821338282617776
"470",470,"2317B",1175,"FEMALE",2.241897629,"2317A",1091,"FEMALE",1.997161185,0.244736444,0.053236371,"no",4.59716617423077
"471",471,"2318A",1214,"FEMALE",2.079683544,"2318B",1178,"FEMALE",2.183373713,0.103690168,0.219452908,"no",0.472493934780759
"472",472,"2318B",1178,"FEMALE",2.183373713,"2318A",1214,"FEMALE",2.079683544,0.103690168,0.115762708,"no",0.895713047763188
"473",473,"2319A",1102,"MALE",2.296809591,"2319B",1139,"MALE",2.314252672,0.017443081,0.148278865,"no",0.117637001065526
"474",474,"2319B",1139,"MALE",2.314252672,"2319A",1102,"MALE",2.296809591,0.017443081,0.165721965,"no",0.105255093976227
"475",475,"2320A",1159,"MALE",2.531859712,"2320B",1033,"FEMALE",2.590273952,0.05841424,0.251084635,"no",0.232647609042266
"476",476,"2320B",1033,"FEMALE",2.590273952,"2320A",1159,"MALE",2.531859712,0.05841424,0.447163106,"no",0.130632959687868
"477",477,"2323A",1130,"FEMALE",1.186586282,"2323B",1167,"MALE",2.436197773,1.24961149,0.964811866,"vlow",1.29518669290496
"478",478,"2323B",1167,"MALE",2.436197773,"2323A",1130,"FEMALE",1.186586282,1.24961149,0.130632969,"no",9.56582017208841
"479",479,"2324A",1083,"FEMALE",1.866787646,"2324B",1138,"FEMALE",2.867242286,1.00045464,0.40741787,"no",2.45559832709351
"480",480,"2324B",1138,"FEMALE",2.867242286,"2324A",1083,"FEMALE",1.866787646,1.00045464,0.59303683,"no",1.68700254248965
"481",481,"2325A",1005,"FEMALE",2.346506145,"2325B",1064,"FEMALE",2.796781592,0.450275447,0.067809456,"no",6.64030466488332
"482",482,"2325B",1064,"FEMALE",2.796781592,"2325A",1005,"FEMALE",2.346506145,0.450275447,0.518084956,"no",0.869115078106997
"483",483,"2326A",1159,"MALE",2.006057364,"2326B",1059,"MALE",1.945474412,0.060582952,0.127900139,"no",0.473673855819656
"484",484,"2326B",1059,"MALE",1.945474412,"2326A",1159,"MALE",2.006057364,0.060582952,0.188483139,"no",0.321423721620001
"485",485,"2327A",1147,"MALE",1.760061118,"2327B",1117,"MALE",1.908338813,0.148277694,0.392859639,"no",0.377431732049217
"486",486,"2327B",1117,"MALE",1.908338813,"2327A",1147,"MALE",1.760061118,0.148277694,0.244581939,"no",0.606249564486444
"487",487,"2328A",1180,"FEMALE",1.684282762,"2328B",1026,"FEMALE",1.748271067,0.063988305,0.629256311,"no",0.101688777500398
"488",488,"2328B",1026,"FEMALE",1.748271067,"2328A",1180,"FEMALE",1.684282762,0.063988305,0.565268011,"no",0.113199940125393
"489",489,"2329A",1121,"MALE",1.729234752,"2329B",1126,"FEMALE",2.54059725,0.811362498,0.546693647,"no",1.48412644348874
"490",490,"2329B",1126,"FEMALE",2.54059725,"2329A",1121,"MALE",1.729234752,0.811362498,0.388794823,"no",2.08686548791829
"491",491,"2330A",1170,"MALE",1.591561738,"2330B",1016,"FEMALE",1.476223898,0.11533784,0.695669492,"low",0.16579401759938
"492",492,"2330B",1016,"FEMALE",1.476223898,"2330A",1170,"MALE",1.591561738,0.11533784,0.66515823,"vlow",0.173399102345919
"493",493,"2331A",1108,"MALE",1.809002912,"2331B",1142,"MALE",2.726046702,0.91704379,0.334403098,"no",2.74233042541968
"494",494,"2331B",1142,"MALE",2.726046702,"2331A",1108,"MALE",1.809002912,0.91704379,0.582640702,"no",1.5739439192149
"495",495,"2332A",1019,"MALE",1.677420447,"2332B",1092,"MALE",1.872260381,0.194839934,0.478859438,"no",0.406883353523879
"496",496,"2332B",1092,"MALE",1.872260381,"2332A",1019,"MALE",1.677420447,0.194839934,0.284019438,"no",0.686009152655249
"497",497,"2333A",1151,"MALE",2.657631331,"2333B",1169,"MALE",3.173963209,0.516331878,0.516429519,"no",0.999810930637371
"498",498,"2333B",1169,"MALE",3.173963209,"2333A",1151,"MALE",2.657631331,0.516331878,1.032761419,"vhigh",0.499952717540468
"499",499,"2334A",1141,"MALE",1.656329205,"2334B",1071,"FEMALE",3.086966713,1.430637508,0.615079774,"no",2.3259381440821
"500",500,"2334B",1071,"FEMALE",3.086966713,"2334A",1141,"MALE",1.656329205,1.430637508,0.932463683,"high",1.53425547190989
"501",501,"2335A",1063,"MALE",1.315182813,"2335B",1175,"FEMALE",2.229858966,0.914676153,0.97771235,"vlow",0.935526847952775
"502",502,"2335B",1175,"FEMALE",2.229858966,"2335A",1063,"MALE",1.315182813,0.914676153,0.069831,"no",13.0984255273446
"503",503,"2336A",1115,"MALE",1.655801043,"2336B",1101,"MALE",2.006060111,0.350259069,0.500917509,"no",0.699235029135306
"504",504,"2336B",1101,"MALE",2.006060111,"2336A",1115,"MALE",1.655801043,0.350259069,0.150658409,"no",2.32485575365395
"505",505,"2337A",1073,"MALE",1.459650319,"2337B",1127,"MALE",2.208249477,0.748599158,0.694299223,"vlow",1.07820826122399
"506",506,"2337B",1127,"MALE",2.208249477,"2337A",1073,"MALE",1.459650319,0.748599158,0.054299977,"no",13.7863623404481
"507",507,"2338A",1033,"FEMALE",3.115794143,"2338B",1219,"MALE",2.13676832,0.979025823,0.970591676,"vhigh",1.00868969640741
"508",508,"2338B",1219,"MALE",2.13676832,"2338A",1033,"FEMALE",3.115794143,0.979025823,0.144006765,"no",6.79847105099542
"509",509,"2339A",1022,"FEMALE",2.079784914,"2339B",1071,"FEMALE",3.15611612,1.076331206,0.194656139,"no",5.52939769343725
"510",510,"2339B",1071,"FEMALE",3.15611612,"2339A",1022,"FEMALE",2.079784914,1.076331206,0.881675061,"vhigh",1.22077991497142
"511",511,"2340A",1104,"MALE",3.24093442,"2340B",1106,"FEMALE",2.289104617,0.951829803,0.946606221,"vhigh",1.00551822065408
"512",512,"2340B",1106,"FEMALE",2.289104617,"2340A",1104,"MALE",3.24093442,0.951829803,0.146868782,"no",6.48081770706044
"513",513,"2341A",1181,"MALE",3.325311888,"2341B",1002,"FEMALE",1.848965571,1.476346316,1.031859935,"vhigh",1.43076232143852
"514",514,"2341B",1002,"FEMALE",1.848965571,"2341A",1181,"MALE",3.325311888,1.476346316,0.270210215,"no",5.46369542691049
"515",515,"2342A",1168,"MALE",1.80715364,"2342B",1028,"MALE",2.861261861,1.054108221,0.323945629,"no",3.25396648892583
"516",516,"2342B",1028,"MALE",2.861261861,"2342A",1168,"MALE",1.80715364,1.054108221,0.730162671,"no",1.44366216305791
"517",517,"2343A",1139,"MALE",1.98662293,"2343B",1178,"FEMALE",2.142153618,0.155530688,0.305628282,"no",0.508888401892074
"518",518,"2343B",1178,"FEMALE",2.142153618,"2343A",1139,"MALE",1.98662293,0.155530688,0.006253153,"no",24.8723624705808
"519",519,"2344A",1028,"MALE",2.622550852,"2344B",1055,"FEMALE",3.351891197,0.729340344,0.327755156,"no",2.22525971185637
"520",520,"2344B",1055,"FEMALE",3.351891197,"2344A",1028,"MALE",2.622550852,0.729340344,1.221879037,"vhigh",0.596900611201827
"521",521,"2345A",1060,"FEMALE",2.784645388,"2345B",1039,"MALE",2.809239949,0.024594561,0.669952823,"no",0.036710884939431
"522",522,"2345B",1039,"MALE",2.809239949,"2345A",1060,"FEMALE",2.784645388,0.024594561,0.531653812,"no",0.046260480870962
"523",523,"2346A",1041,"MALE",2.35931436,"2346B",1008,"FEMALE",3.517455478,1.158141118,0.073572282,"no",15.7415413321011
"524",524,"2346B",1008,"FEMALE",3.517455478,"2346A",1041,"MALE",2.35931436,1.158141118,1.368333174,"vhigh",0.846388248129984
"525",525,"2347A",1180,"FEMALE",1.596703575,"2347B",1020,"FEMALE",1.72516177,0.128458195,0.711472263,"low",0.18055263947795
"526",526,"2347B",1020,"FEMALE",1.72516177,"2347A",1180,"FEMALE",1.596703575,0.128458195,0.583014063,"no",0.220334642253732
"527",527,"2348A",1121,"MALE",2.090488383,"2348B",1016,"FEMALE",3.281495113,1.19100673,0.196742792,"no",6.05362319957318
"528",528,"2348B",1016,"FEMALE",3.281495113,"2348A",1121,"MALE",2.090488383,1.19100673,1.129692723,"vhigh",1.05427494198349
"529",529,"2349A",1133,"MALE",1.863061819,"2349B",1027,"FEMALE",2.841063167,0.978001348,0.428286134,"no",2.28352325784145
"530",530,"2349B",1027,"FEMALE",2.841063167,"2349A",1133,"MALE",1.863061819,0.978001348,0.690120556,"no",1.41714565592508
"531",531,"2350A",1176,"FEMALE",2.920290739,"2350B",1126,"FEMALE",2.850768858,0.06952188,0.670683972,"no",0.103658180159999
"532",532,"2350B",1126,"FEMALE",2.850768858,"2350A",1176,"FEMALE",2.920290739,0.06952188,0.601162172,"no",0.115645799483205
"533",533,"2352A",1031,"FEMALE",1.711369892,"2352B",1151,"MALE",1.336212901,0.375156991,0.446583713,"no",0.840059724703843
"534",534,"2352B",1151,"MALE",1.336212901,"2352A",1031,"FEMALE",1.711369892,0.375156991,0.961381199,"vlow",0.390227093467427
"535",535,"2353A",1124,"MALE",1.71035793,"2353B",1148,"FEMALE",2.728385083,1.018027152,0.55599305,"no",1.83100697391811
"536",536,"2353B",1148,"FEMALE",2.728385083,"2353A",1124,"MALE",1.71035793,1.018027152,0.569967006,"no",1.78611593527924
"537",537,"2354A",1083,"FEMALE",2.214211658,"2354B",1117,"MALE",1.78605764,0.428154018,0.060861216,"no",7.03492381749323
"538",538,"2354B",1117,"MALE",1.78605764,"2354A",1083,"FEMALE",2.214211658,0.428154018,0.503589501,"no",0.850204416791445
"539",539,"2355A",1074,"FEMALE",2.093991331,"2355B",1064,"FEMALE",2.849258917,0.755267586,0.188397962,"no",4.00889467158886
"540",540,"2355B",1064,"FEMALE",2.849258917,"2355A",1074,"FEMALE",2.093991331,0.755267586,0.566869638,"no",1.33234792511502
"541",541,"2356A",1033,"FEMALE",3.076013837,"2356B",1107,"FEMALE",1.79852611,1.277487726,0.789332586,"high",1.61844037438485
"542",542,"2356B",1107,"FEMALE",1.79852611,"2356A",1033,"FEMALE",3.076013837,1.277487726,0.488155114,"no",2.6169708958534
"543",543,"2358A",1013,"FEMALE",2.779677645,"2358B",1075,"FEMALE",1.84360044,0.936077205,0.499004153,"no",1.87589061007274
"544",544,"2358B",1075,"FEMALE",1.84360044,"2358A",1013,"FEMALE",2.779677645,0.936077205,0.437073047,"no",2.14169510434259
"545",545,"2359A",1019,"MALE",1.343756554,"2359B",1123,"FEMALE",1.427378125,0.083621571,0.967045333,"vlow",0.0864712006215742
"546",546,"2359B",1123,"FEMALE",1.427378125,"2359A",1019,"MALE",1.343756554,0.083621571,0.726847926,"vlow",0.115046859196789
"547",547,"2360A",1233,"FEMALE",2.337451632,"2360B",1128,"MALE",1.532779143,0.804672489,0.189498552,"no",4.24632526479675
"548",548,"2360B",1128,"MALE",1.532779143,"2360A",1233,"FEMALE",2.337451632,0.804672489,0.758782284,"low",1.06047875124085
"549",549,"2361A",1181,"MALE",1.969209693,"2361B",1042,"FEMALE",1.630911436,0.338298257,0.334210626,"no",1.01223070328111
"550",550,"2361B",1042,"FEMALE",1.630911436,"2361A",1181,"MALE",1.969209693,0.338298257,0.488264415,"no",0.692858718774335
"551",551,"2362A",1141,"MALE",2.369542143,"2362B",1026,"FEMALE",1.520937494,0.848604649,0.070824834,"no",11.9817386229243
"552",552,"2362B",1026,"FEMALE",1.520937494,"2362A",1141,"MALE",2.369542143,0.848604649,0.633565517,"low",1.33941104152611
"553",553,"2363A",1060,"FEMALE",3.098754432,"2363B",1023,"MALE",2.930992244,0.167762188,0.961598378,"vhigh",0.174461804260656
"554",554,"2363B",1023,"MALE",2.930992244,"2363A",1060,"FEMALE",3.098754432,0.167762188,0.653406112,"no",0.256750258252864
"555",555,"2365A",1039,"MALE",2.995813,"2365B",1086,"FEMALE",2.708895458,0.286917542,0.712974959,"high",0.402423028155748
"556",556,"2365B",1086,"FEMALE",2.708895458,"2365A",1039,"MALE",2.995813,0.286917542,0.594202923,"no",0.48286120935154
"557",557,"2366A",1119,"MALE",1.719582727,"2366B",1069,"MALE",1.916136833,0.196554106,0.434217086,"no",0.452663223851122
"558",558,"2366B",1069,"MALE",1.916136833,"2366A",1119,"MALE",1.719582727,0.196554106,0.237662986,"no",0.827028681698041
"559",559,"2367A",1063,"MALE",1.411572692,"2367B",1115,"MALE",1.934752057,0.523179365,0.754959914,"vlow",0.692989594941593
"560",560,"2367B",1115,"MALE",1.934752057,"2367A",1063,"MALE",1.411572692,0.523179365,0.231780514,"no",2.25721893515173
"561",561,"2368A",1069,"MALE",2.248817889,"2368B",1260,"FEMALE",1.765624769,0.48319312,0.042024244,"no",11.4979610341116
"562",562,"2368B",1260,"FEMALE",1.765624769,"2368A",1069,"MALE",2.248817889,0.48319312,0.376682758,"no",1.28275879301064
"563",563,"2369A",1069,"MALE",2.076966142,"2369B",1127,"MALE",1.913781131,0.163185011,0.066531587,"no",2.4527449044617
"564",564,"2369B",1127,"MALE",1.913781131,"2369A",1069,"MALE",2.076966142,0.163185011,0.229716587,"no",0.710375394006703
"565",565,"2370A",1138,"FEMALE",2.868920764,"2370B",1084,"MALE",1.7784418,1.090478964,0.721468294,"no",1.51147177647144
"566",566,"2370B",1084,"MALE",1.7784418,"2370A",1138,"FEMALE",2.868920764,1.090478964,0.496786215,"no",2.19506687398723
"567",567,"2371A",1146,"MALE",3.005897913,"2371B",1106,"FEMALE",2.166819992,0.83907792,0.711569721,"high",1.17919283976953
"568",568,"2371B",1106,"FEMALE",2.166819992,"2371A",1146,"MALE",3.005897913,0.83907792,0.029518093,"no",28.4258851003688
"569",569,"2372A",1055,"FEMALE",1.582073557,"2372B",1135,"FEMALE",2.531317046,0.949243489,0.706574632,"low",1.34344405531955
"570",570,"2372B",1135,"FEMALE",2.531317046,"2372A",1055,"FEMALE",1.582073557,0.949243489,0.242668768,"no",3.91168380184796
"571",571,"2373A",1120,"FEMALE",1.821955257,"2373B",1209,"MALE",3.006008325,1.184053068,0.318002469,"no",3.72340841164979
"572",572,"2373B",1209,"MALE",3.006008325,"2373A",1120,"FEMALE",1.821955257,1.184053068,0.707134623,"high",1.67443797756174
"573",573,"2374A",1102,"MALE",2.373059653,"2374B",1024,"MALE",1.5514968,0.821562853,0.213802585,"no",3.84262357258216
"574",574,"2374B",1024,"MALE",1.5514968,"2374A",1102,"MALE",2.373059653,0.821562853,0.607760315,"low",1.35178759244917
"575",575,"2375A",1130,"FEMALE",1.583950267,"2375B",1157,"FEMALE",2.007922952,0.423972686,0.724521075,"low",0.585176471229633
"576",576,"2375B",1157,"FEMALE",2.007922952,"2375A",1130,"FEMALE",1.583950267,0.423972686,0.300548375,"no",1.41066371095834
"577",577,"2376A",1133,"MALE",2.168794117,"2376B",1064,"FEMALE",3.051188141,0.882394025,0.111966931,"no",7.88084497019928
"578",578,"2376B",1064,"FEMALE",3.051188141,"2376A",1133,"MALE",2.168794117,0.882394025,0.900245456,"high",0.980170484748328
"579",579,"2377A",1041,"MALE",1.590072213,"2377B",1096,"FEMALE",1.574055207,0.016017006,0.703224556,"low",0.0227765169224267
"580",580,"2377B",1096,"FEMALE",1.574055207,"2377A",1041,"MALE",1.590072213,0.016017006,0.575067126,"low",0.0278524110940051
"581",581,"2378A",1121,"MALE",1.780175743,"2378B",1102,"MALE",1.512426052,0.267749691,0.371805034,"no",0.720134657993899
"582",582,"2378B",1102,"MALE",1.512426052,"2378A",1121,"MALE",1.780175743,0.267749691,0.639554634,"low",0.418650224337207
"583",583,"2379A",1110,"MALE",1.587634189,"2379B",1117,"MALE",1.527523476,0.060110712,0.574591704,"low",0.104614653468787
"584",584,"2379B",1117,"MALE",1.527523476,"2379A",1110,"MALE",1.587634189,0.060110712,0.634702404,"low",0.0947069234670805
"585",585,"2380A",1132,"FEMALE",1.358712267,"2380B",1035,"FEMALE",2.57830071,1.219588443,0.938422559,"vlow",1.29961543582202
"586",586,"2380B",1035,"FEMALE",2.57830071,"2380A",1132,"FEMALE",1.358712267,1.219588443,0.281165841,"no",4.33761241643859
"587",587,"2381A",1151,"MALE",1.845944993,"2381B",1098,"FEMALE",1.84006834,0.005876653,0.447028418,"no",0.0131460389616662
"588",588,"2381B",1098,"FEMALE",1.84006834,"2381A",1151,"MALE",1.845944993,0.005876653,0.317885313,"no",0.0184867081292302
"589",589,"2382A",1170,"MALE",2.083911878,"2382B",1149,"FEMALE",2.172066333,0.088154455,0.203905466,"no",0.432330023953355
"590",590,"2382B",1149,"FEMALE",2.172066333,"2382A",1170,"MALE",2.083911878,0.088154455,0.03068417,"no",2.87296201917797
"591",591,"2383A",1176,"FEMALE",3.079430423,"2383B",1061,"MALE",3.149298953,0.06986853,0.945802574,"high",0.0738722138432243
"592",592,"2383B",1061,"MALE",3.149298953,"2383A",1176,"FEMALE",3.079430423,0.06986853,0.8842346,"vhigh",0.0790158290571303
"593",593,"2384A",1233,"FEMALE",1.794433667,"2384B",1181,"MALE",3.107289093,1.312855426,0.324742115,"no",4.04276305831167
"594",594,"2384B",1181,"MALE",3.107289093,"2384A",1233,"FEMALE",1.794433667,1.312855426,0.815727716,"vhigh",1.60942848973885
"595",595,"2386A",1071,"FEMALE",2.751567854,"2386B",1400,"FEMALE",2.335780813,0.415787041,0.480353992,"no",0.865584647831968
"596",596,"2386B",1400,"FEMALE",2.335780813,"2386A",1071,"FEMALE",2.751567854,0.415787041,0.064566892,"no",6.43963226540314
"597",597,"2387A",1022,"FEMALE",2.360944276,"2387B",1072,"FEMALE",2.097792321,0.263151954,0.065142942,"no",4.03960806682633
"598",598,"2387B",1072,"FEMALE",2.097792321,"2387A",1022,"FEMALE",2.360944276,0.263151954,0.198009058,"no",1.32898947481483
"599",599,"2388A",1115,"MALE",2.012934658,"2388B",1023,"MALE",2.916251289,0.903316631,0.130155359,"no",6.94029533582248
"600",600,"2388B",1023,"MALE",2.916251289,"2388A",1115,"MALE",2.012934658,0.903316631,0.773161241,"no",1.16834184526847
"601",601,"2389A",1120,"FEMALE",1.69832836,"2389B",1042,"FEMALE",1.740468103,0.042139743,0.614208448,"no",0.0686082113282818
"602",602,"2389B",1042,"FEMALE",1.740468103,"2389A",1120,"FEMALE",1.69832836,0.042139743,0.572068748,"no",0.0736620260192924
"603",603,"2390A",1214,"FEMALE",2.006701221,"2390B",1126,"FEMALE",3.016506285,1.009805063,0.27571247,"no",3.66252952940431
"604",604,"2390B",1126,"FEMALE",3.016506285,"2390A",1214,"FEMALE",2.006701221,1.009805063,0.73409263,"high",1.37558261959393
"605",605,"2392A",1033,"FEMALE",2.915326467,"2392B",1039,"MALE",2.91469175,0.000634717,0.800633923,"no",0.000792768057618263
"606",606,"2392B",1039,"MALE",2.91469175,"2392A",1033,"FEMALE",2.915326467,0.000634717,0.633916635,"no",0.00100126257137896
"607",607,"2393A",1148,"FEMALE",2.799279394,"2393B",1068,"FEMALE",1.670046973,1.129232421,0.526984237,"no",2.14282011057572
"608",608,"2393B",1068,"FEMALE",1.670046973,"2393A",1148,"FEMALE",2.799279394,1.129232421,0.602248163,"no",1.87502841914023
